Hotel_State,Hotel_City,Hotel_Pin,Hotel_Category,Hotel_Name,Hotel_GPS_Cods,Hotel_Map_Links,Hotel_Rating,Hotel_Stars,Hotel_Address,Hotel_Price,Hotel_AddOns_1,Hotel_AddOns_2,Hotel_AddOns_3,Hotel_AddOns_4
Maharashtra,Shegaon,444203,H,OYO 40884 Hotel Vighnharta Inn,"20.792898742412795, 76.69436584827561",https://www.google.com/maps/place/OYO+40884+Hotel+Vighnharta+Inn/data=!4m8!3m7!1s0x3bd7456e24317d7b:0xa38291919d6081e!5m2!4m1!1i2!8m2!3d20.7927132!4d76.6943283?authuser=0&hl=en&rclk=1,3.7,2,"near Gajanan Maharaj Engineering College, Shegaon, Maharashtra 444203",3000,Air-conditioned,,,
Maharashtra,Shegaon,444203,H,Hotel Yogiraj,"20.771768348376497, 76.6987866906958",https://www.google.com/maps/place/Hotel+Yogiraj/data=!4m8!3m7!1s0x3bd745857f59a5c9:0x5f2d319a5e8dac1f!5m2!4m1!1i2!8m2!3d20.771567!4d76.698711?authuser=0&hl=en&rclk=1,3.7,3,"Shegaon, Buldana, SH-198, Patur Wadegaon Balapur Shegaon Road, Buldhana, Buldhana, Maharashtra 444203",853,Air-conditioned,,,
Maharashtra,Shegaon,444203,H,HOTEL SHREE MURLI,"20.771832551623113, 76.699936805946",https://www.google.com/maps/place/HOTEL+SHREE+MURLI/data=!4m8!3m7!1s0x3bd7458f77c0c773:0x1f7b073618659da0!5m2!4m1!1i2!8m2!3d20.7715567!4d76.6998778?authuser=0&hl=en&rclk=1,4.8,3,"ANAND SAGAR GATE, BALAPUR ROAD, Shegaon, Maharashtra 444203",4905,Free parking,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Shegaon,444203,H,OYO Flagship 71595 Hotel Lakhdatar,"20.791268244418728, 76.68568470594643",https://www.google.com/maps/place/OYO+Flagship+71595+Hotel+Lakhdatar/data=!4m8!3m7!1s0x3bd74580825219a3:0xcd58e04d258be3bf!5m2!4m1!1i2!8m2!3d20.7910827!4d76.6856257?authuser=0&hl=en&rclk=1,3.3,3,"NH 548C, Jagdamba Nagar, Rokadiya Nagar, Shegaon, Maharashtra 444203",2262,Air-conditioned,Breakfast,Wi-Fi,
Maharashtra,Shegaon,444203,H,Hotel Gurukrupa,"20.79372117142237, 76.68535238875693",https://www.google.com/maps/place/Hotel+Gurukrupa/data=!4m8!3m7!1s0x3bd74509b228315b:0x80dabb43426b793!5m2!4m1!1i2!8m2!3d20.7935256!4d76.6854114?authuser=0&hl=en&rclk=1,3.4,3,"in front of Gajanan Maharaj Temple, Jagdamba Nagar, Ayodhya Nagar, Shegaon, Maharashtra 444203",1088,,,,
Maharashtra,Shegaon,444203,H,Hotel Gurukrupa,"20.792946572426892, 76.70074690409858",https://www.google.com/maps/place/Hotel+Gurukrupa/data=!4m8!3m7!1s0x3bd745bb666598fb:0x2465a12839da66c4!5m2!4m1!1i2!8m2!3d20.792751!4d76.700763?authuser=0&hl=en&rclk=1,4.1,2,"Shri Gajanan Maharaj Mandir, Dist, Shegaon, Maharashtra 444203",1166,Air-conditioned,Airport shuttle,,
Maharashtra,Shegaon,444203,H,shrihari guest house,"20.793365621665064, 76.70013243293403",https://www.google.com/maps/place/shrihari+guest+house/data=!4m8!3m7!1s0x3bd745bb4157a0db:0xff30c931379be4be!5m2!4m1!1i2!8m2!3d20.79322!4d76.700138?authuser=0&hl=en&rclk=1,4.4,2,"Shri Gajanan Maharaj mandir Road, near gadge baba chowk, Mahatma Jyotiba Phule Nagar, Shegaon, Maharashtra 444203",1926,Air-conditioned,,,
Maharashtra,Shegaon,444203,H,Hotel Tulsi Inn,"20.792312252793362, 76.70070956176932",https://www.google.com/maps/place/Hotel+Tulsi+Inn/data=!4m8!3m7!1s0x3bd745bb7c2498ef:0xdc6dd8e339d82d1b!5m2!4m1!1i2!8m2!3d20.7921568!4d76.7007042?authuser=0&hl=en&rclk=1,3.6,3,"in front of Shri Gajanan Maharaj Mandir, Burje wada, Shegaon, Maharashtra 444203",12939,Air-conditioned,Wi-Fi,,
Maharashtra,Shegaon,444203,H,Hotel Amber Inn,"20.7691125982901, 76.70017606361677",https://www.google.com/maps/place/Hotel+Amber+Inn/data=!4m8!3m7!1s0x3bd7458461987d5d:0xe695d1898e01d90d!5m2!4m1!1i2!8m2!3d20.7688869!4d76.7000956?authuser=0&hl=en&rclk=1,3.4,3,"Balapur Road, near Anand Sagar, Shegaon, Maharashtra 444203",3177,Air-conditioned,,,
Maharashtra,Mumbai,400001,H,"Residency Hotel Fort, Mumbai","18.93538301591592, 72.83333307153775","https://www.google.com/maps/place/Residency+Hotel+Fort,+Mumbai/data=!4m8!3m7!1s0x3be7d1dc7744d0dd:0xcb94ba798b7b54d4!5m2!4m1!1i2!8m2!3d18.9351141!4d72.8335101?authuser=0&hl=en&rclk=1",4.2,2,"Corner of, 26, Rustom Sidhwa Marg, Dr Dadabhai Naoroji Rd, Opp Citibank, Fort, Mumbai, Maharashtra 400001",3557,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Mumbai,400050,H,"Taj Lands End, Mumbai","19.043939132335847, 72.81917591756425","https://www.google.com/maps/place/Taj+Lands+End,+Mumbai/data=!4m8!3m7!1s0x3be7c945f2fb1149:0xa2ba742a39963b31!5m2!4m1!1i2!8m2!3d19.0437211!4d72.8192242?authuser=0&hl=en&rclk=1",4.6,5,"Band Stand, BJ Road, Mount Mary, Bandra West, Mumbai, Maharashtra 400050",18100,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400020,H,"The Ambassador Hotel, Marine Drive, Mumbai","18.933863838146323, 72.824762246398","https://www.google.com/maps/place/The+Ambassador+Hotel,+Marine+Drive,+Mumbai/data=!4m8!3m7!1s0x3be7d1e6fe5d6729:0xd1fb8611ee0a2b85!5m2!4m1!1i2!8m2!3d18.9337167!4d72.8247998?authuser=0&hl=en&rclk=1",4.2,4,"The Ambassador Hotel, Veer Nariman Road, near Marine Drive, Churchgate, Mumbai, Maharashtra 400020",7725,Free parking,Free Wi-Fi,Beach access,Air-conditioned
Maharashtra,Mumbai,400051,H,Sofitel Mumbai BKC,"19.06755425910289, 72.86895741756464",https://www.google.com/maps/place/Sofitel+Mumbai+BKC/data=!4m8!3m7!1s0x3be7c8df0bffffff:0x1ae312da31f46ddb!5m2!4m1!1i2!8m2!3d19.0674478!4d72.8690057?authuser=0&hl=en&rclk=1,4.6,5,"C 57, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051",12300,Pool,Spa,Free parking,Free Wi-Fi
Maharashtra,Mumbai,400005,H,Fariyas Hotel Mumbai,"18.917324347558278, 72.82991446173938",https://www.google.com/maps/place/Fariyas+Hotel+Mumbai/data=!4m8!3m7!1s0x3be7d1be52b8f813:0xc92251942f923d94!5m2!4m1!1i2!8m2!3d18.917096!4d72.8299091?authuser=0&hl=en&rclk=1,4.1,4,"25, Arthur Bunder Rd, Apollo Bandar, Colaba, Mumbai, Maharashtra 400005",6870,Pool,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Mumbai,400018,H,Four Seasons Hotel Mumbai,"18.9941402551918, 72.81992824639896",https://www.google.com/maps/place/Four+Seasons+Hotel+Mumbai/data=!4m8!3m7!1s0x3be7ce8ecb9df2fd:0x4de65ba1148e563a!5m2!4m1!1i2!8m2!3d18.993841!4d72.8199658?authuser=0&hl=en&rclk=1,4.4,5,"1, 136, डॉ ई मोसेस मार्ग, Gandhi Nagar, Upper Worli, Worli, Mumbai, Maharashtra 400018",13100,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400093,H,Radisson Mumbai Andheri MIDC,"19.11764777536893, 72.86463647523631",https://www.google.com/maps/place/Radisson+Mumbai+Andheri+MIDC/data=!4m8!3m7!1s0x3be7c9fb05683979:0xb68ce854a9cb3eb7!5m2!4m1!1i2!8m2!3d19.1175008!4d72.8646633?authuser=0&hl=en&rclk=1,4.4,4,"X - 22, MIDC Central Rd, Hanuman Nagar, Andheri East, Mumbai, Maharashtra 400093",7456,Pool,Spa,Free parking,Free Wi-Fi
Maharashtra,Mumbai,400055,H,Grand Hyatt Mumbai Hotel & Residences,"19.076986328493298, 72.85126986174248",https://www.google.com/maps/place/Grand+Hyatt+Mumbai+Hotel+%26+Residences/data=!4m8!3m7!1s0x3be7c902003fc289:0x40308b1e806bc1ac!5m2!4m1!1i2!8m2!3d19.0767582!4d72.8512645?authuser=0&hl=en&rclk=1,4.5,5,"Grand Hyatt Mumbai Hotel and Residences Bandra Kurla Complex Vicinity, Off, Western Express Hwy, Santacruz East, Mumbai, Maharashtra 400055",12900,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400021,H,The Oberoi - Mumbai,"18.927203334055303, 72.82044623290422",https://www.google.com/maps/place/The+Oberoi+-+Mumbai/data=!4m8!3m7!1s0x3be7d1e96fffffff:0x385eaa65d82abec1!5m2!4m1!1i2!8m2!3d18.926975!4d72.8204516?authuser=0&hl=en&rclk=1,4.7,5,"Nariman Point, Mumbai, Maharashtra 400021",14800,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400099,H,Hilton Mumbai International Airport,"19.10463023866148, 72.87070913290687",https://www.google.com/maps/place/Hilton+Mumbai+International+Airport/data=!4m8!3m7!1s0x3be7ce224b4c04c7:0xbf859322b983d3b9!5m2!4m1!1i2!8m2!3d19.1044427!4d72.8707145?authuser=0&hl=en&rclk=1,4.3,5,"Sahar Airport Rd, Ashok Nagar, Andheri East, Mumbai, Maharashtra 400099",8784,Pool,Spa,Free parking,Air-conditioned
Maharashtra,Mumbai,400021,H,Trident Hotel - Mumbai,"18.927938635626063, 72.82118240406871",https://www.google.com/maps/place/Trident+Hotel+-+Mumbai/data=!4m8!3m7!1s0x3be7d1ef25d1fdc1:0xe3f924327fd9fdef!5m2!4m1!1i2!8m2!3d18.9277306!4d72.8211985?authuser=0&hl=en&rclk=1,4.6,5,"Trident, Nariman Point, Mumbai, Maharashtra 400021",16500,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400008,H,The Sahil Hotel,"18.96890123076415, 72.82367384824649",https://www.google.com/maps/place/The+Sahil+Hotel/data=!4m8!3m7!1s0x3be7ce6c04bad2ed:0xe98f62234789bd86!5m2!4m1!1i2!8m2!3d18.9686831!4d72.8236363?authuser=0&hl=en&rclk=1,4.1,4,"292, Bellasis Rd, RBI Staff Colony, Mumbai Central, Mumbai, Maharashtra 400008",3105,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Mumbai,400099,H,ibis Mumbai Airport,"19.096756401244406, 72.8534591040713",https://www.google.com/maps/place/ibis+Mumbai+Airport/data=!4m8!3m7!1s0x3be7c84d19c77271:0xf25ed066ebdce1ba!5m2!4m1!1i2!8m2!3d19.0965283!4d72.8534752?authuser=0&hl=en&rclk=1,4.1,3,"Plot No F, Junction Of Nehru Road, 77, Western Express Hwy, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",5081,Free parking,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Mumbai,400093,H,The Regale by Tunga,"19.12133399351705, 72.8702702617425",https://www.google.com/maps/place/The+Regale+by+Tunga/data=!4m8!3m7!1s0x3be7c82371f3146f:0x835521cb676f5e9c!5m2!4m1!1i2!8m2!3d19.1211262!4d72.8702649?authuser=0&hl=en&rclk=1,4.1,4,"Plot No 31, MIDC Central Rd, Chakala Industrial Area (MIDC), Andheri East, Mumbai, Maharashtra 400093",4926,Pool,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Mumbai,400012,H,"ITC Grand Central, A Luxury Collection Hotel, Mumbai","18.997557381904237, 72.83773608872818","https://www.google.com/maps/place/ITC+Grand+Central,+A+Luxury+Collection+Hotel,+Mumbai/data=!4m8!3m7!1s0x3be7c84440013f13:0x5c5fb613a8b199d8!5m2!4m1!1i2!8m2!3d18.9974103!4d72.8377951?authuser=0&hl=en&rclk=1",4.6,5,"Dr 287, Dr Baba Saheb Ambedkar Rd, Parel, Mumbai, Maharashtra 400012",15700,Spa,Free parking,Free Wi-Fi,Air-conditioned
Maharashtra,Mumbai,400002,H,Hotel Fortune Mumbai,"18.94382274557048, 72.82698333105654",https://www.google.com/maps/place/Hotel+Fortune+Mumbai/data=!4m8!3m7!1s0x3be7ce200382ce5b:0xfa0173374ad8ab03!5m2!4m1!1i2!8m2!3d18.9435234!4d72.8270638?authuser=0&hl=en&rclk=1,3.6,3,"36/38, 1st, 3rd Marine St, near metro Cinema, Dhobi Talao, Sonapur, Marine Lines, Mumbai, Maharashtra 400002",2731,Free breakfast,Air-conditioned,Breakfast,Wi-Fi
Maharashtra,Mumbai,400099,H,Hotel Sahara Star,"19.095930348528142, 72.853856419413",https://www.google.com/maps/place/Hotel+Sahara+Star/data=!4m8!3m7!1s0x3be7c9ae7603612f:0x13cd7021e7dec9de!5m2!4m1!1i2!8m2!3d19.0957428!4d72.8538296?authuser=0&hl=en&rclk=1,4.5,5,"Nehru Rd, opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",10800,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400001,H,Hotel Manama,"18.939912324738703, 72.8384866022211",https://www.google.com/maps/place/Hotel+Manama/data=!4m8!3m7!1s0x3be7d1d9c66621b9:0x4d3834b469824535!5m2!4m1!1i2!8m2!3d18.9397246!4d72.8385778?authuser=0&hl=en&rclk=1,3.6,2,"221, 225, P D'Mello Rd, opposite St. George Hospital, Indira Docks, Mumbai Port Trust, Mazgaon, Mumbai, Maharashtra 400001",2256,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Mumbai,400059,H,The Lalit Mumbai,"19.105440372598462, 72.87582018872985",https://www.google.com/maps/place/The+Lalit+Mumbai/data=!4m8!3m7!1s0x3be7c86a85f28959:0x2b1e48b3c1675b87!5m2!4m1!1i2!8m2!3d19.1053238!4d72.8758792?authuser=0&hl=en&rclk=1,4.4,5,"Sahar Airport Rd, Navpada, Marol, Andheri East, Mumbai, Maharashtra 400059",12300,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400005,H,"President, Mumbai - IHCL SeleQtions","18.91483180047288, 72.82080696358733","https://www.google.com/maps/place/President,+Mumbai+-+IHCL+SeleQtions/data=!4m8!3m7!1s0x3be7d19394b52bb3:0x1d4d1ccfdb6b76af!5m2!4m1!1i2!8m2!3d18.9145933!4d72.8207265?authuser=0&hl=en&rclk=1",4.5,5,"President Mumbai - IHCL SeleQtions, 90, Cuffe Parade, Mumbai, Maharashtra 400005",14000,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400005,H,The Fern Goregaon - An Ecotel Hotel | Mumbai,"19.16242731053601, 72.85711802126184",https://www.google.com/maps/place/The+Fern+Goregaon+-+An+Ecotel+Hotel+%7C+Mumbai/data=!4m8!3m7!1s0x3be7b7b21f4ece2d:0x5bc258cd1159c74e!5m2!4m1!1i2!8m2!3d19.1621993!4d72.8570161?authuser=0&hl=en&rclk=1,4.2,4,"4/277, I.B Patel Road Pahadi Road, Village, behind H.P Petrol Pump, Goregaon, Mumbai, Maharashtra 400063",7852,Pool,Free parking,Free breakfast,Air-conditioned
Maharashtra,Mumbai,400059,H,Kohinoor Continental,"19.112430217460197, 72.8679231464008",https://www.google.com/maps/place/Kohinoor+Continental/data=!4m8!3m7!1s0x3be7c83239484297:0xa3c699eaf84d6cc7!5m2!4m1!1i2!8m2!3d19.1122731!4d72.8679607?authuser=0&hl=en&rclk=1,4.1,4,"Andheri - Kurla Rd, J B Nagar, Andheri East, Mumbai, Maharashtra 400059",5638,Pool,Spa,Free breakfast,Air-conditioned
Maharashtra,Mumbai,400049,H,Novotel Mumbai Juhu Beach,"19.108942646767332, 72.82436501941315",https://www.google.com/maps/place/Novotel+Mumbai+Juhu+Beach/data=!4m8!3m7!1s0x3be7c99824616e79:0xa01db96507bcb46!5m2!4m1!1i2!8m2!3d19.1087247!4d72.8243382?authuser=0&hl=en&rclk=1,4.3,5,"Balraj Sahani Marg, Juhu Beach, Juhu, Mumbai, Maharashtra 400049",9472,Pool,Free parking,Free Wi-Fi,Beach access
Maharashtra,Mumbai,400099,H,The Orchid Hotel Mumbai Vile Parle,"19.097353123666938, 72.85466947523594",https://www.google.com/maps/place/The+Orchid+Hotel+Mumbai+Vile+Parle/data=!4m8!3m7!1s0x3be7c84dab4f05f3:0xa340672d24c78185!5m2!4m1!1i2!8m2!3d19.0971453!4d72.8546963?authuser=0&hl=en&rclk=1,4.3,5,"T1, 70-C, Nehru Rd, near Mumbai, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",6623,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400020,H,InterContinental,"18.9353306160003, 72.8244744347522",https://www.google.com/maps/place/InterContinental/data=!4m8!3m7!1s0x3be7d1e13241edff:0x2fb79e51725a1700!5m2!4m1!1i2!8m2!3d18.9350617!4d72.8244047?authuser=0&hl=en&rclk=1,4.4,5,IN Maharashtra Mumbai 135 Marine Drive: 400020,16600,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400052,H,Hotel Samrat Mumbai,"19.071109696691273, 72.83988665989392",https://www.google.com/maps/place/Hotel+Samrat+Mumbai/data=!4m8!3m7!1s0x3be7c9e541b8489d:0x5afcd0a0f1832bdb!5m2!4m1!1i2!8m2!3d19.0709424!4d72.8399564?authuser=0&hl=en&rclk=1,3.3,3,"Raj Kutir Apartment, 10/A, Rd Number 3, next to Khar, Railway Station, Mumbai, Maharashtra 400052",2976,Wi-Fi,,,
Maharashtra,Mumbai,400069,H,Ginger Mumbai (Andheri East),"19.11615598836043, 72.85017846543816",https://www.google.com/maps/place/Ginger+Mumbai+(Andheri+East)/data=!4m8!3m7!1s0x3be7c9cd6995f953:0xf2919561b78ced15!5m2!4m1!1i2!8m2!3d19.1159786!4d72.8500229?authuser=0&hl=en&rclk=1,4,3,"Teli Gali, Sampada Society, Andheri East, Mumbai, Maharashtra 400069",2866,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Mumbai,400001,H,"The Taj Mahal Palace, Mumbai","18.92190624313984, 72.83314044639785","https://www.google.com/maps/place/The+Taj+Mahal+Palace,+Mumbai/data=!4m8!3m7!1s0x3be7d1c06fffffff:0xc0290485a4d73f57!5m2!4m1!1i2!8m2!3d18.9216982!4d72.833178?authuser=0&hl=en&rclk=1",4.7,5,"Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",39000,Pool,Spa,Free breakfast,Free Wi-Fi
Maharashtra,Mumbai,400007,H,Hotel Kumkum,"18.965364767584155, 72.8189502770817",https://www.google.com/maps/place/Hotel+Kumkum/data=!4m8!3m7!1s0x3be7ce6d298f2527:0xa5254b9415211b1c!5m2!4m1!1i2!8m2!3d18.9650959!4d72.818902?authuser=0&hl=en&rclk=1,4,2,"165, Lamington Rd, Opposite Minerva Cinema, Grant Road East, Bharat Nagar, Grant Road, Mumbai, Maharashtra 400007",1889,Air-conditioned,Wi-Fi,Airport shuttle,Restaurant
Maharashtra,Mumbai,400098,H,HOTEL INDIE STAYS,"19.071537296040745, 72.86431894640023",https://www.google.com/maps/place/HOTEL+INDIE+STAYS/data=!4m8!3m7!1s0x3be7c9dacb47fa39:0xcdf270a2ad015c62!5m2!4m1!1i2!8m2!3d19.0713193!4d72.8643565?authuser=0&hl=en&rclk=1,4,3,"CTS 5447A, CST Road, Next to CENTRUM HOUSE, Kolivery Village, MMRDA Area, Kalina, Santacruz East, Mumbai, Maharashtra 400098",4447,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Mumbai,400099,H,"ITC Maratha, a Luxury Collection Hotel, Mumbai","19.10424135296532, 72.86963223290685","https://www.google.com/maps/place/ITC+Maratha,+a+Luxury+Collection+Hotel,+Mumbai/data=!4m8!3m7!1s0x3be7c8412eabd40d:0x24090700409101ee!5m2!4m1!1i2!8m2!3d19.1040234!4d72.8696376?authuser=0&hl=en&rclk=1",4.6,5,"Sahar Airport Rd, near International Airport, Ashok Nagar, Andheri East, Andheri, Maharashtra 400099",14000,Pool,Spa,Free parking,Free Wi-Fi
Maharashtra,Mumbai,400072,H,T2 Beacon Mumbai,"19.09148391483472, 72.88269050407129",https://www.google.com/maps/place/T2+Beacon+Mumbai/data=!4m8!3m7!1s0x3be7c86474cf4a93:0xe43919cfea5e662b!5m2!4m1!1i2!8m2!3d19.0913065!4d72.8827066?authuser=0&hl=en&rclk=1,3.8,3,"Andheri - Kurla Rd, opp. Jarimari Temple, Jarimari, Saki Naka, Mumbai, Maharashtra 400072",6098,Air-conditioned,Breakfast,Wi-Fi,Parking
Maharashtra,Mumbai,400050,H,Executive Enclave - Best Hotel in Bandra - Best Hotel in Mumbai- Hotels Near Bandra,"19.06705066287889, 72.830224804071",https://www.google.com/maps/place/Executive+Enclave+-+Best+Hotel+in+Bandra+-+Best+Hotel+in+Mumbai-+Hotels+Near+Bandra/data=!4m8!3m7!1s0x3be7c912e55214dd:0x9fb6dc3a94466854!5m2!4m1!1i2!8m2!3d19.0667921!4d72.8302409?authuser=0&hl=en&rclk=1,4,3,"331 Doctor BR Ambedkar Road Pali Hill, Bandra West, Mumbai, Maharashtra 400050",5040,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Mumbai,400059,H,Hotel Metropolis Mumbai,"19.116986013127597, 72.87987556174244",https://www.google.com/maps/place/Hotel+Metropolis+Mumbai/data=!4m8!3m7!1s0x3be7c8142231f23d:0x47f550da2ecc3272!5m2!4m1!1i2!8m2!3d19.1168289!4d72.8798702?authuser=0&hl=en&rclk=1,4.1,3,"Marol Maroshi Rd, near Seven Hills Hospital, Bori Colony, Shivaji Nagar JJC, Marol, Andheri East, Mumbai, Maharashtra 400059",1084,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Mumbai,400009,H,Hotel New India,"18.95931890289625, 72.83632236174003",https://www.google.com/maps/place/Hotel+New+India/data=!4m8!3m7!1s0x3be7ce3bb7dd4089:0x367b4df16fad17d2!5m2!4m1!1i2!8m2!3d18.9591312!4d72.836317?authuser=0&hl=en&rclk=1,3.3,3,"14, KVN Cross Ln, Charnull, Dongri, Umerkhadi, Mumbai, Maharashtra 400009",882,Free Wi-Fi,Air-conditioned,Wi-Fi,
Maharashtra,Mumbai,400072,H,"Holiday Inn Mumbai International Airport, an IHG Hotel","19.1031643684515, 72.88723114824857","https://www.google.com/maps/place/Holiday+Inn+Mumbai+International+Airport,+an+IHG+Hotel/data=!4m8!3m7!1s0x3be7c864458ec815:0xbd2a3b14d480af!5m2!4m1!1i2!8m2!3d19.102916!4d72.8871936?authuser=0&hl=en&rclk=1",4.5,4,"Sakinaka, Junction, Andheri - Kurla Rd, Andheri East, Mumbai, Maharashtra 400072",7948,Pool,Spa,Free parking,Free Wi-Fi
Maharashtra,Mumbai,400076,H,Meluha The Fern,"19.11793002982247, 72.91093149427356",https://www.google.com/maps/place/Meluha+The+Fern/data=!4m8!3m7!1s0x3be7c7e4596fdee5:0x8736a14224c30c97!5m2!4m1!1i2!8m2!3d19.1179047!4d72.9107652?authuser=0&hl=en&rclk=1,4.3,5,"Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",9846,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400049,H,Ramada Plaza by Wyndham Palm Grove,"19.098898060008086, 72.82711894824833",https://www.google.com/maps/place/Ramada+Plaza+by+Wyndham+Palm+Grove/data=!4m8!3m7!1s0x3be7c995ec6fa7a9:0xd4dab35c6f29c4e1!5m2!4m1!1i2!8m2!3d19.0986801!4d72.8270814?authuser=0&hl=en&rclk=1,4.2,5,"Juhu Beach, Juhu Tara Rd, next to Shivaji Maharaj Statue, Nazir Wadi, Theosophical Housing Colony, Juhu, Mumbai, Maharashtra 400049",8025,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400059,H,Radisson Blu Mumbai International Airport,"19.11040973210431, 72.87859527523611",https://www.google.com/maps/place/Radisson+Blu+Mumbai+International+Airport/data=!4m8!3m7!1s0x3be7c96695597801:0x8b9d421864a08a96!5m2!4m1!1i2!8m2!3d19.1102222!4d72.8786221?authuser=0&hl=en&rclk=1,4.4,5,"Metro Station, Marol Maroshi Rd, near Marol, Bori Colony, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059",7570,Pool,Air-conditioned,Breakfast,Wi-Fi
Maharashtra,Mumbai,400049,H,Ramee Guestline Hotel Juhu,"19.109380520359863, 72.82550887523621",https://www.google.com/maps/place/Ramee+Guestline+Hotel+Juhu/data=!4m8!3m7!1s0x3be7c9e99ac15329:0x41cda695343aae5!5m2!4m1!1i2!8m2!3d19.1092234!4d72.8255357?authuser=0&hl=en&rclk=1,3.9,4,"462, AB Nair Rd, Juhu Tara, Juhu, Mumbai, Maharashtra 400049",4797,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400020,H,Hotel Marine Plaza,"18.931388882826027, 72.82319981941038",https://www.google.com/maps/place/Hotel+Marine+Plaza/data=!4m8!3m7!1s0x3be7d1e617455555:0x750dc9ce2e94c147!5m2!4m1!1i2!8m2!3d18.931191!4d72.823173?authuser=0&hl=en&rclk=1,4.3,5,"29, Marine Dr, opp. CCI Club, Churchgate, Mumbai, Maharashtra 400020",12300,Pool,Free parking,Free Wi-Fi,Air-conditioned
Maharashtra,Mumbai,400047,H,Niranta Airport Transit Hotel,"19.09873979218542, 72.8742821617421",https://www.google.com/maps/place/Niranta+Airport+Transit+Hotel/data=!4m8!3m7!1s0x3be7c8426fa8ae17:0x3ed9b812983060a7!5m2!4m1!1i2!8m2!3d19.0985928!4d72.8742768?authuser=0&hl=en&rclk=1,4.1,4,"Chhatrapati Shivaji Maharaj International Airport, Terminal 2, At, Mumbai, Maharashtra 400047",10100,Spa,Free parking,Free breakfast,Free Wi-Fi
Maharashtra,Mumbai,400059,H,"Lemon Tree Premier, Mumbai International Airport","19.108425645878867, 72.88223085009643","https://www.google.com/maps/place/Lemon+Tree+Premier,+Mumbai+International+Airport/data=!4m8!3m7!1s0x3be7c92f30fdd943:0xf78fdf7a6a51d9e8!5m2!4m1!1i2!8m2!3d19.1082888!4d72.8821182?authuser=0&hl=en&rclk=1",4.2,3,"Andheri - Kurla Rd, opposite Mittal Industrial Estate, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059",6586,Pool,Spa,Free parking,Free breakfast
Maharashtra,Mumbai,400007,H,Hotel Minerva Residency | Grant Road | Mumbai,"18.965737342079727, 72.81815217523399",https://www.google.com/maps/place/Hotel+Minerva+Residency+%7C+Grant+Road+%7C+Mumbai/data=!4m8!3m7!1s0x3be7ce6d3b6bf3b7:0x6ab201894b424040!5m2!4m1!1i2!8m2!3d18.9655395!4d72.818179?authuser=0&hl=en&rclk=1,3.4,1,"2 Floor, Dhanashri Building, Plot 148 P G Solanki Marg, Jubilee Baug, Grant Road, Mumbai, Maharashtra 400007",1680,Free parking,Free breakfast,Air-conditioned,Breakfast
Maharashtra,Mumbai,400039,H,Ascot Hotel,"18.919244351029825, 72.8299161175624",https://www.google.com/maps/place/Ascot+Hotel/data=!4m8!3m7!1s0x3be7d1bf84667de7:0x5113d5690b7f941!5m2!4m1!1i2!8m2!3d18.9190972!4d72.8299644?authuser=0&hl=en&rclk=1,4.1,3,"38, Garden Rd, Apollo Bandar, Colaba, Mumbai, Maharashtra 400039",4792,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
